date,headline,desc
2022-06-30 06:00:00,Africa’s desperate hunger: Ukraine war pushes Somalia toward famine  ,"More than 7 million Somalis face acute food insecurity, with almost 250,000 at risk of imminent starvation. "
2022-06-30 02:15:00,"Biden pledges $800 million in new weapons for Ukraine, says U.S. gas prices will remain high","Russia says its forces have withdrawn from Snake Island, a highly contested island in the Black Sea that Russia occupied soon after its February invasion."
2022-06-29 08:02:00,"Putin’s ‘toxic masculinity’ to blame for Ukraine war, Boris Johnson says","“If Putin was a woman … I really don’t think he would’ve embarked on a crazy, macho war of invasion,” the British prime minister told German broadcaster ZDF."
2022-06-29 04:40:00,"On China-Russia border, new bonds are forged against U.S. over Ukraine",Relations between the giant neighbors haven't always been easy. But locals in northeast China have no doubt over whose team they're on when it comes to Ukraine.
2022-06-28 02:00:00,Rural rhythms upended by war on the road to Ukraine’s front lines,A country lane lined with farming villages is now a key supply route attacked constantly by Russian shelling.
2022-06-27 14:00:00,Ukraine says at least 15 dead after Russian strike on shopping mall,"“The number of victims is impossible to imagine,” President Volodymyr Zelensky wrote."
2022-06-27 04:23:00,Biden and other leaders cast about for ways to help Ukraine at summit,President Volodymyr Zelensky pleaded for more help from the Group of Seven leaders.
2022-06-26 04:10:00,Biden: G-7 to ban Russian gold imports to deny Putin revenue for Ukraine war,"Biden, in Germany for the G-7 summit, said gold is “a major export that rakes in tens of billions of dollars for Russia.”"
2022-06-25 04:55:00,Ukraine accuses Russia of launching missiles from Belarusian airspace,"Ukrainian military intelligence said 12 missiles were fired from Russian Tu-22M3 bombers flying over Belarus, marking the first time that Belarusian airspace has been used for such an attack. "
2022-06-24 08:19:00,Ukraine retreats from Severodonetsk as Russia advances in the east,Severodonetsk was one of the last cities standing in the way of Russia controlling the entire Luhansk region.
2022-06-24 01:46:00,Ukraine pulls back from Severodonetsk,"Ukraine’s wins off the battlefield stood in sobering contrast to developments in the country, where Russian troops have made further advances. "
2022-06-23 03:39:00,E.U. leaders make Ukraine a candidate for membership,"The move sends the message to Russia that Ukraine is a very real country with a future of its choosing, diplomats said."
2022-06-22 14:22:00,E.U. has backed candidate status for Ukraine. Here’s what that means.,The move is a historic moment for the bloc and a major morale boost for Kyiv.
2022-06-21 03:56:00,"How Kaliningrad, Russian land ringed by NATO, is tangled in Ukraine war","Lithuania is enforcing sanctions on goods shipped to Kaliningrad, which is surrounded by NATO members and physically separated from the rest of Russia. "
2022-06-21 03:04:00,Japan has always been refugee-averse. Then Ukraine happened.,"Refugee groups in Japan hope its support for Ukrainians could serve as a model for future humanitarian crises and conflicts, but the path forward is unclear. "
2022-06-21 01:15:00,Ben Stiller tells Zelensky in Ukraine: ‘You’re my hero’,"Stiller, the “Zoolander” star and goodwill ambassador for the U.N. refugee agency, visited the Ukrainian cities of Kyiv and Irpin."
2022-06-20 00:01:00,Analysis | Europe rallies behind Ukraine. But fatigue is around the corner.,"Ukraine has become a kind of lodestar for European politicians and commentators who see in its struggle a unifying, rallying moment for the geopolitical West. But the nation's entry into the European Union could take years. "
2022-06-19 12:28:00,"All over Ukraine, people are missing, forcing families to become detectives",Experts say these abductions and disappearances are part of a larger Russian military tactic meant to terrorize communities and demoralize civilian resistance.
2022-06-19 12:02:00,Zelensky in Father’s Day message praises dads who defend Ukraine,"The war with Russia has killed 100 to 200 soldiers, most of them men, every day, Ukrainian officials say."
2022-06-19 09:46:00,Explosive mines bring ‘dangerous beach season’ to Ukraine,A man was diving in the Odessa region moments before a device exploded and killed him instantly. 
2022-06-19 02:04:00,Ukraine awaits E.U. candidate decision; leaders prepare for long war,"Russia has massed reserves in the Luhansk region in preparation for a large attack, according to its governor, Serhiy Haidai."
2022-06-17 06:44:00,"Ukraine should get E.U. candidate status, European Commission recommends","All 27 member states must agree. Even then, full membership could be many years away."
2022-06-17 02:51:00,U.S. Marine veteran fighting in Ukraine has been missing since April,"Grady Kurpasi went missing the same day Willy Joseph Cancel was killed, according to a fighter who says he was with them."
2022-06-16 19:26:00,"Ukraine war pushes global displaced to record high, U.N. says","As of today, more than 100 million people have been forced to flee their homes — more than 1 percent of humanity."
2022-06-16 11:30:00,Estonian leader urges faster help for Ukraine amid signs of war fatigue,Concerns are growing that inflation will erode support for the Ukraine war among Western allies and entrench Russian gains.
2022-06-16 04:35:00,"France, Germany, Italy back Ukraine’s E.U. candidacy in first wartime trip to Kyiv",Their visit comes as Ukraine is in negotiations to begin the process of joining the European Union and as Russia nears total control of a key eastern region. 
2022-06-16 03:57:00,U.S. defends weapons aid to Ukraine as ‘numbers clearly favor the Russians’ ,Milley said the international community has sent Ukraine more antitank weapons than there are tanks in the world. 
2022-06-16 02:00:00,"In Kyiv visit, European leaders back Ukraine’s candidacy to join E.U.","French President Emmanuel Macron said the leaders of France, Italy and Germany, brought a “message of unity.”

"
2022-06-15 10:50:00,"As prices rise, Europeans divided over how Ukraine war should end","A poll of Europeans from 10 countries suggests public attention may turn to fears about the war's wider impact, including the rising cost of living."
2022-06-15 07:00:00,5 countries hit hard by the grain crisis in Ukraine,Russia and Ukraine signed a deal Friday to restart Ukrainian grain exports. But some countries are already feeling the effects of Russia's war in Ukraine on food security.
2022-06-15 02:00:00,U.S. announces additional $1 billion in military aid to Ukraine,Defense Secretary Lloyd Austin is hosting a meeting Wednesday with officials from nations that support Ukraine to discuss arms assistance.
2022-06-14 16:49:00,Ukraine war brings peace — between Canada and Denmark,"The countries said the deal to settle their 50-year dispute over Hans Island, an uninhabited outcropping in the Arctic, shows how conflicting claims can be resolved peacefully."
2022-06-14 00:01:00,Analysis | Ukraine takes center stage in Asia’s geopolitical debates,"""Ukraine today may be East Asia tomorrow,” declared Japanese Prime Minister Fumio Kishida on Friday at the Shangri-La Dialogue defense summit. "
2022-06-13 02:09:00,Russia makes progress in the east as Ukraine pleads for weapons,"NATO Secretary General Jens Stoltenberg will visit Sweden. Russia could capture Severodonetsk in days and the entire Luhansk region soon after, a U.S. official says."
2022-06-12 09:00:00,Hunting the hidden dangers that lurk in Ukraine’s lakes and rivers,
2022-06-11 04:00:00,"Amid Ukraine war, husband and wife doctor team runs front-line hospital","Short of staff, supplies and water, and facing impending Russian attack, these doctors refuse to flee."
2022-06-10 18:37:00,Ukraine is running out of ammunition as prospects dim on the battlefield,Hopes that Ukraine will eventually be able to reverse Russian gains are fading in face of superior firepower. 
2022-06-10 11:05:00,"E.U. leaders happy to pose with Zelensky, hesitant on Ukraine membership","Even if it gets 'candidate status' this month, Ukraine is likely to end up disappointed."
2022-06-10 03:58:00,"Putin likens himself to Peter the Great, links imperial expansion to Ukraine war","The Russian czar's embrace of Europe, however, is in stark contrast with President Vladimir Putin's isolation from the West. "
2022-06-10 02:30:00,Ukraine pleas for ammunition grow amid intense firefight in East,Mariupol Mayor Vadym Boychenko said on national television that there is evidence of a potential cholera outbreak that could kill thousands as a result of the port city’s water supply being poisoned by blood from dead bodies that have yet to be collected.
2022-06-10 02:00:00,Ukraine’s LGBTQ rights movement contends with war’s mixed impact,"Long marginalized and attacked, LGBT activists see cause for optimism in a country united against Russian invasion."
2022-06-09 17:09:00,Russian forces pummel key cities as they advance in eastern Ukraine,"As his military grinds forward, Putin compares his quest to that of Russia’s first emperor, Peter the Great."
2022-06-09 14:01:00,"Separatist court gives death sentences to Britons, Moroccan who fought for Ukraine",Britons Aiden Aslin and Shaun Pinner and Moroccan Brahim Saadoune were sentenced by a Russian-backed tribunal in the separatist Donetsk region.
2022-06-09 02:00:00,"Ukraine, coping with war losses, adds new polish to military funerals",Officials studied ancient and modern military rites to create fitting send-offs for mounting numbers of fallen soldiers.
2022-06-08 04:30:00,She was raped in Ukraine. How many others have stories like hers?,Investigators are struggling to assess the prevalence of sexual violence.
2022-06-08 03:54:00,"Merkel defends Ukraine policy, does not regret engaging Russia","The former German chancellor's past efforts to broker peace, as well her opposition to Ukraine joining NATO, have come under scrutiny since the war."
2022-06-08 00:01:00,"Analysis | Britain’s Johnson may be sinking at home, but he has fans in Ukraine",There’s a conspicuous ally who remains unruffled by Boris Johnson’s domestic woes: Ukraine’s Volodymyr Zelensky.
2022-06-05 19:44:00,Putin threatens to hit new targets if long-range missiles are sent to Ukraine,"Putin said the missiles being sent by Biden were ""nothing new"""
2022-06-05 02:42:00,Putin threatens new targets if Ukraine gets longer-range rockets; missiles hit Kyiv,Kyiv was rocked by explosions; Ukraine regained ground in Severodonetsk and rebuked French President Emmanuel Macron.
2022-06-04 02:00:00,Ukraine takes back part of Severodonetsk; revered church engulfed in flames,Ukraine also rejected a British intelligence forecast that Russia could control the Luhansk region in two weeks.
2022-06-03 12:00:00,Zelensky shares defiant video after 100 days of war in Ukraine ,"The message echoed a video in which Ukraine's president and his advisers walked the streets of Kyiv on Day Two of the invasion, setting the tone for his communications ever since."
2022-06-03 09:10:00,Scenes of ruin and resilience from 100 days of war in Ukraine,"From the most recent moments of the war to the early days, the images and stories featured here show what the conflict has wrought during its first three months."
2022-06-03 04:22:00,Moscow accuses U.K. lawmaker’s son of helping kill Russian fighter in Ukraine,Moscow said Royal Marines veteran Ben Grant was involved in the death of Russian National Guard Sgt. Adam Bisultanov in Donbas.  
2022-06-03 03:00:00,Ukraine’s volunteer ‘Kraken’ unit takes the fight to the Russians,"Former ""gym rats,"" bouncers and brawlers have become a successful — and controversial — military fighting force."
2022-06-03 01:02:00,"War may drag on, but Ukraine has right to its territory, NATO chief says",NATO Secretary General Jens Stoltenberg said Ukraine was entitled to seek the full expulsion of Russian forces from the Donbas region and Crimea. 
2022-06-02 02:00:00,Street battles in Severodonetsk; Zelensky says Russia holds 20% of Ukraine,"Ukraine is withstanding Russian attacks in the east, but it is a grinding fight, the Pentagon said."
2022-06-01 09:52:00,"As Ukraine marks Children’s Day, U.N. says 5 million need humanitarian aid",Ukraine is marking the occasion as the war nears its 100th day and as the United Nations warns of its catastrophic impact on children.
2022-05-31 21:56:00,Biden confirms U.S. is sending advanced rocket systems to Ukraine,"The High Mobility Artillery Rocket System, or HIMARS, will enable Ukraine “to more precisely strike key targets on the battlefield in Ukraine,"" Biden said."
2022-05-31 15:58:00,Russian soldiers get prison terms in second Ukraine war crimes trial ,"Estonia, Latvia and Slovakia join a multinational effort to investigate war crimes during Russia’s invasion of Ukraine."
2022-05-31 02:00:00,"U.S. will send advanced rocket systems to Ukraine, Biden says, as Donbas conflict rages","Ukrainian President Volodymyr Zelensky said Russia's combat power is at ""maximum"" strength in the Donbas region, which includes Luhansk."
2022-05-31 00:01:00,Analysis | Russian advances in Ukraine’s east mark a tipping point,"As the campaign in Donbas shows, Russia is not close to any kind of definitive defeat in Ukraine. "
2022-05-29 15:04:00,Ukraine suffers on battlefield while pleading for U.S. arms,Gloominiess descends on Ukraine as war tide turns.
2022-05-29 02:54:00,Severodonetsk under assault as Kremlin forces continue to target Ukraine’s east,"Russian forces advanced Sunday in the industrial hub of Severdonetsk, Ukraine’s military said. Analysts say Moscow controls most of the region."
2022-05-28 04:00:00,An ‘unprecedented’ effort to document war crimes in Ukraine. But what chance of justice?,It could be years before any high-level Russian officials are held to account — if they ever are.
2022-05-27 13:26:00,"Russia has incited genocide in Ukraine, independent experts conclude",An analysis signed by more than 30 independent experts concludes that Russia is responsible for inciting genocide and perpetrating atrocities that show an “intent to destroy” the Ukrainian people.
2022-05-27 02:37:00,Russia takes territory in eastern Ukraine; U.S. to send long-range rocket systems ,Russian-backed forces seized the railway hub of Lyman Friday and advanced on the city of Severodonetsk.
2022-05-25 00:01:00,Analysis | Ukraine war brings an unusual moral edge to Davos,"For Davos regulars, more accustomed to talking about global interconnectedness than geopolitical ruptures, it’s a strange new world. "
2022-05-24 10:47:00,Kissinger says Ukraine should cede territory to Russia to end war,"Speaking at the World Economic Forum in Davos, Switzerland, Kissinger urged the West to not seek an embarrassing defeat for Russia in Ukraine, warning it could worsen Europe’s long-term stability."
2022-05-24 09:59:00,"Putin made ‘big strategic mistake’ in Ukraine, NATO chief says in Davos",European Commission President Ursula von der Leyen accused Russia of “trying to trample the aspirations of an entire nation with tanks.”
2022-05-24 08:30:00,"Along Ukraine’s northern border with Russia, fears of a new invasion","Having beaten back Russian troops, the border guards of Ukraine’s Chernihiv region are watching warily as their adversaries again amass troops and equipment."
2022-05-24 04:33:00,Denmark offers Ukraine Harpoon missiles to fight Russia’s Black Sea blockade ,The anti-ship missiles have been compared to the Javelins that have destroyed many Russian tanks during the war.
2022-05-23 15:43:00,Ukraine issues stamp commemorating sinking of Russian warship ,"The altered stamp release comes after Ukrainian forces, using intelligence from the United States, attacked the Moskva, the flagship of Russia’s Black Sea fleet. It later sank. "
2022-05-23 06:01:00,Russian soldier gets life in prison in Ukraine’s initial war crimes trial,"The swift guilty verdict and life sentence could invigorate thousands of other war crimes investigations, Ukrainian officials said."
2022-05-23 05:27:00,Why Severodonetsk in eastern Ukraine is key to Russia’s war,"Ukraine says Russia is using ""scorched earth"" tactics in Severodonetsk after its seizure of the port city of Mariupol."
2022-05-22 07:20:00,Ukraine’s first lady details war’s toll on the Zelensky family,"In a rare joint television interview, Ukraine’s first lady said: ""Nobody takes my husband away from me, not even the war."""
2022-05-21 02:00:00,"Dodging shells, mines and spies: On the front with Ukraine’s snipers","A visit to the town of Maryinka brings a rare close-up look at the nature of the war in eastern Ukraine, described by Ukraine’s president as “hell.”"
2022-05-21 01:05:00,Biden signs $40 billion Ukraine aid bill,The aid package deepens the U.S. commitment to Ukraine amid signs of preparations for a longer conflict.
2022-05-20 10:29:00,"As the defense of Mariupol ends, fighting in eastern Ukraine rages on","A leader of the far-right Azov Regiment says an order has been issued to cease in their last-ditch defense of Mariupol, which has been gutted by the Russian military. "
2022-05-20 02:00:00,"In Ukraine, a perilous journey to bury a 13-year-old girl","When the war is never far away, and the priests wear body armor, even burying a child is a risk."
2022-05-20 00:01:00,Analysis | Turkey’s awkward role in the Russia-Ukraine war,Sweden and Finland’s accession into NATO was supposed to be straightforward. But then Turkey entered the stage.
2022-05-19 11:36:00,Russian soldier asks victim’s family for forgiveness in Ukraine court,"Sgt. Vadim Shishimarin, the first Russian soldier to face a war crimes trial in Ukraine, addressed the widow of a Ukrainian civilian he admitted to killing."
2022-05-19 09:52:00,Pro-war Russians are increasingly critical of the Ukraine conflict ,"Pro-war Russians have greater leeway to speak out than those who oppose the war, but some of the criticisms of the military effort are brutal. "
2022-05-19 04:20:00,"Russia touts new laser weapons, but Ukraine and U.S. are skeptical","Ukraine’s Zelensky mocked Russia’s announcement, comparing the laser to fictitious weapons concocted by Nazi propagandists."
2022-05-19 01:15:00,"Biden praises Sweden, Finland NATO bid; Senate approves $40 billion in Ukraine aid","The war crimes trial of Russian soldier Vadim Shishimarin, 21, who pleaded guilty to killing a civilian, is set to resume."
2022-05-18 07:54:00,"In Ukraine’s Bucha, one woman is painting flowers around bullet holes","Canadian-born Ivanka Siolkowsky is painting daffodils, poppies and sunflowers — with bullet holes at their center — in the Kyiv suburb."
2022-05-18 04:01:00,Russia calls West’s idea to use frozen funds to rebuild Ukraine ‘theft’,Germany's finance minister said he is willing to consider confiscating Russia’s central bank assets for Ukraine's use and that the idea is already being discussed. 
2022-05-18 00:30:00,"Senate confirms new ambassador to Ukraine; Russia displaying scaled-down ambition, U.S. says",Russian leaders are responding to the historic move by Finland and Sweden to apply to join NATO with talk of “retaliatory measures.”
2022-05-17 12:01:00,"Why Russia is struggling in eastern Ukraine, in maps","With no end to the war in sight, these maps explain how terrain, geography and logistics are shaping the battle for key cities."
2022-05-17 01:08:00,Ukraine abandons defense of besieged steel plant,"Sweden signed an application to join NATO, and Finland's Parliament voted to apply. Explosions rocked the Lviv region."
2022-05-17 00:01:00,Ukraine ends bloody battle for Mariupol; Azovstal fighters evacuated,Hundreds of Mariupol's Azovstal steel plant fighters were evacuated to Russian-held territory after Kyiv struck a cease-fire agreement with Moscow.
2022-05-15 02:00:00,"In southeast Ukraine, a stalemate in ghost villages on the front line","Russian and Ukrainian forces trade artillery and some empty villages, but the fight seems basically locked in place."
2022-05-13 13:31:00,Ukraine court begins first war crimes trial for Russian soldier,"A court in the Ukrainian capital, Kyiv, began hearings Friday in the case against Sgt. Vadim Shishimarin, the first Russian soldier to go on trial for alleged war crimes. He is accused of shooting a 62-year-old Ukrainian civilian in late February."
2022-05-13 04:10:00,Breaking down the billions of dollars in U.S. military aid to Ukraine,The United States will soon send $40 billion in aid to Ukraine.  Half if that is defense spending. 
2022-05-13 03:30:00,"Rand Paul, lone Senate holdout, delays vote on Ukraine aid to next week","The $39.8 billion bill will pass despite the Kentucky senator's lone objection, which dampened a bipartisan push."
2022-05-13 00:01:00,Analysis | Biden pivots to Asia as Ukraine war rages on,The Biden administration aims to show that its heavy involvement in the Ukraine war is not a distraction from its priorities to the East. 
2022-05-12 14:22:00,"After escape from Moscow, Pussy Riot begins tour to support Ukraine",The Russian feminist arts collective and punk rock band performs for the first time in three years.
2022-05-12 09:45:00,U.N. Human Rights Council votes to deepen Ukraine war crimes inquiry,"U.N. human rights commissioner Michelle Bachelet called the scale of civilian killings areas around the Ukrainian capital formerly occupied by Russian troops ""shocking."""
2022-05-12 05:34:00,Finland moves to join NATO ‘without delay’ after Ukraine invasion,"Kremlin spokesman Dmitry Peskov said Russia would explore ""retaliatory steps"" after Finnish Prime Minister Sanna Marin and President Sauli Niinisto announced the move. "
2022-05-12 00:01:00,"Analysis | Remember covid? Ukraine war, inflation upstage global virus summit.","The pandemic didn't go away, but global attention may be elsewhere."
2022-05-11 18:14:00,Russia’s use of cluster munitions causing ‘intense’ harm in Ukraine ,"Russia's use of banned cluster weapons has caused hundreds of civilian casualties in Ukraine, according to a new report from Human Rights Watch."
2022-05-11 14:39:00,"Ukraine regains territory, and crime scene investigators move in","In towns near Kharkiv, police dodge mines and booby traps to document Russian war crimes."
2022-05-11 10:53:00,Russia-Ukraine gas dispute could threaten some European supply amid war,Ukrainian company Naftogaz said it could not guarantee the safety of gas flowing via pipeline through Russian-controlled territory and that it had notified Gazprom.
2022-05-11 10:14:00,Ukraine announces first war crimes trial of Russian soldier in custody,Ukraine’s prosecutor general said 21-year-old Vadim Shishimarin would stand trial in the killing of an unarmed resident in the Sumy region.
2022-05-10 23:38:00,"Leonid Kravchuk, Ukraine’s first president, dies at 88","Ukrainian President Volodymyr Zelensky praised Kravchuk as more than a historical figure, a leader who ""knew what freedom costs."""
2022-05-10 16:25:00,"Human trafficking likely to increase as Ukraine war drags, groups warn"," The vast majority of Ukrainian refugees are women and children, the two groups most vulnerable to falling victim to labor and sexual abuse"
2022-05-10 02:00:00,"In Ukraine, gas shortages further complicate daily life","Lines are forming at service stations in major cities, small villages and roadside stops."
2022-05-09 07:15:00,"On Victory Day, Putin defends war on Ukraine as fight against ‘Nazis’","In his Victory Day speech, President Vladimir Putin falsely called Ukrainians “Nazis” and insisted without evidence that Kyiv was planning to build nuclear weapons."
2022-05-09 00:40:00,Victory Day unfolds quietly in Ukraine as Putin defends invasion,"Russia's president spoke from Moscow's Red Square. Fighting continues in Mariupol, Odessa and Kherson. "
2022-05-08 13:27:00,Ukraine is rebuilding cities as fast as Russia destroyed them,The effort is imbued with a sense of optimism that Ukraine will outlast Russia’s assault. 
2022-05-08 08:32:00,Dozens feared dead and injured after Russia bombs school in eastern Ukraine,"About 90 people were sheltering in a school in the eastern Ukrainian village of Bilohorivka when it was hit by an airstrike, Luhansk's governor said."
2022-05-08 00:35:00,G-7 leaders vow to phase out Russian oil; Jill Biden visits Ukraine ,"Along the eastern front line, Russian and Ukrainian forces traded blows and territory before Moscow’s planned Victory Day holiday."
2022-05-05 18:38:00,"A race against time in Ukraine as Russia advances, West sends weapons","Russia has adapted its tactics and Ukrainian forces are feeling the toll of two months of fighting, compounding the urgency of new U.S. and European weapons supplies arriving soon."
2022-05-05 13:22:00,"Ukraine says Russia is stealing grain, which could worsen food crisis",Ukrainian officials say hunger is a growing threat.
2022-05-05 06:00:00,"Ukraine has accused Russian troops of rape, a tough crime to prosecute",Experts say rape is an extremely difficult crime to document and even more challenging to prosecute — especially in times of war.
2022-05-05 00:33:00,Another rescue effort underway in Mariupol; U.S. intel helped Ukraine sink warship,Russia ramps up attacks on Ukraine's infrastructure as Mariupol officials lose contact with remaining troops at the Azovstal steel plant. 
2022-05-04 04:00:00,"As Boris Johnson is cheered in Ukraine, U.K. voters prepare to punish his party","Conservatives are expected to take a hit in Thursday's local elections, seen partly as a referendum on Johnson."
2022-05-03 09:58:00,Britain to send armored vehicles to Ukraine for civilian evacuations,Britain announced the armored vehicles would go to Ukraine’s east as Prime Minister Boris Johnson addressed its parliament.
2022-05-03 00:15:00,"Russia steps up attacks on Ukraine’s railways, power stations","The evacuations from the Azovstal steel plant come as Moscow reportedly prepares to annex Ukrainian territory, including Donetsk, Luhansk and Kherson."
2022-05-03 00:01:00,Analysis | The war in Ukraine boosts Belarusian opposition,"The Belarusian opposition wants to see tougher sanctions placed on Belarus President Alexander Lukashenko, including asset freezes on cronyism allies and state firms along the lines of what the West has deployed against Russia. "
2022-05-02 00:01:00,Analysis | Soviet flags keep rising over Russian-occupied Ukraine,"Russian President Vladimir Putin cloaks himself as the bearer of all sorts of mythic, historical legacies that stretch back beyond the Soviet era."
2022-04-30 16:03:00,"Angelina Jolie makes surprise trip to Ukraine to visit children, refugees","After welcoming displaced Ukrainians arriving on an evacuation train from a a city in Donetsk Oblast into Lviv, Jolie spent time visiting children and with volunteers at a medical facility, Lviv’s regional governor, Maksym Kozytskyi, wrote on Telegram."
2022-04-30 07:48:00,How Putin’s brutal war in Ukraine pushed Finland toward NATO,Finland joining would double the alliance's land border with Russia.
2022-04-29 07:20:00,"Russians twice targeted Zelensky compound with attacks, Ukraine says","The Ukrainian president was told that Russian strike teams were sent to Kyiv to kill or capture him and his family at the start of the invasion, Time magazine reported."
2022-04-29 04:17:00,Ukraine names 10 Russians it accuses of war crimes in Bucha ,The war crimes suspects are relatively low-ranking service members who Ukraine said have been deployed to the bloody eastern battlefront.
2022-04-29 02:00:00,"On the battlefield, Ukraine uses Soviet-era weapons against Russia","Both sides rely on variations of Soviet-era tanks and other weapons, although Russia's are more modern."
2022-04-28 14:22:00, U.N. chief calls Ukraine war ‘evil’ and ‘an absurdity’ on Kyiv visit,"""When I see those destroyed buildings, I must say what I feel. I imagined my family in one of those houses that is now destroyed and black,” said the secretary general in Borodyanka, Ukraine."
2022-04-28 10:08:00,Kremlin slams West for backing Ukraine’s right to strike Russia back,"Ukraine has called the mysterious fires and explosions in Russia ""karma,"" without claiming responsibility."
2022-04-28 02:00:00,"For Muslims in Ukraine, war revives questions of faith and belonging","Muslims join the war effort as fighters or volunteers: ""We’re the minority here, but we’re a part of this country. We must do something."""
2022-04-28 00:01:00,Analysis | Mysterious attacks in Transnistria add further intrigue to Ukraine war,"The country is often seen as a quirk of geography and history, though it also became more worryingly known as a murky hub for organized crime and people smuggling."
2022-04-27 04:59:00,"Chinese drone-maker DJI suspends operations in Russia, Ukraine over war use","Despite Beijing's rhetorical support for Moscow, Chinese companies have distanced themselves from Russia over fear of getting caught in Western sanctions."
2022-04-27 04:08:00,Rand Paul says U.S. backing Ukraine in NATO played role in Russia’s invasion,"The remarks — criticized as an echo of Russian talking points — came during a clash with Secretary of State Antony Blinken, who affirmed Kyiv’s right to choose a future independent of Moscow. "
2022-04-27 04:00:00,"In Ukraine, destroyed Russian tanks are the newest roadside attraction","Proud of their military's successes, Ukrainians pose for selfies with burned-out Russian vehicles."
2022-04-26 12:03:00,A shelter in Ukraine saved hundreds of cats and dogs — and a lion,
2022-04-26 10:06:00,U.S. monitors blasts reported in Moldova breakaway area bordering Ukraine,The reports of explosions in Transnistria could stoke fears about the scope of Russia’s war in neighboring Ukraine.
2022-04-26 08:15:00,"‘Putin never imagined’ global rally of Ukraine support, defense secretary says",Defense Secretary Lloyd Austin is in Germany meeting defense officials from more than 40 NATO and non-NATO countries.
2022-04-26 07:28:00,"After hesitancy, Germany greenlights some heavy arms for Ukraine",Policy has lagged behind political and public pressure.
2022-04-25 14:20:00,"Russia boosted military spending ahead of Ukraine war, report says ","Military expenditures increased worldwide in 2021, according to the Stockholm International Peace Institute, surpassing $2 trillion for the first time. "
2022-04-25 10:27:00,Ukraine war protesters in kayaks chain themselves to Russian oil tanker,Greenpeace protesters want the Norwegian government to impose an embargo on Russian oil imports in response to the war in Ukraine.
2022-04-25 07:12:00,"U.S. wants Russian military ‘weakened’ from Ukraine invasion, Austin says","Defense Secretary Lloyd Austin, after visiting Kyiv, said Russia should not be able to ""do the kinds of things that it has done in invading Ukraine."""
2022-04-25 06:26:00,Biden taps Bridget Brink to be U.S. ambassador to Ukraine,"Ukraine, two months into war with Russia, has not had a U.S. ambassador since Trump removed Marie Yovanovitch in 2019."
2022-04-25 00:01:00,Analysis | Russia’s war in Ukraine is a ‘watershed moment’ for climate crisis,"Even as the United States and European countries slowly move to decarbonize their economies, they are driving billions of dollars in new, near-term investment in fossil fuels. "
2022-04-24 04:46:00,Photos show stark contrast in Easter celebrations in Ukraine and Russia,"Ukraine imposed a curfew as Russia's attacks intensified. In Moscow, Vladimir Putin attended midnight Mass."
2022-04-24 01:06:00,How Russia’s war in Ukraine is dividing the Orthodox Christian world,"Russia's invasion of Ukraine has upended Eastern Orthodoxy, deepening religious rifts between the two countries. "
2022-04-23 00:15:00,"Russia-Ukraine war updates: Zelensky says Blinken, Austin will visit Sunday; strikes in Odessa kill at least 8 ","An adviser to Ukraine's president accused Russia of a surge in airstrikes on Mariupol's Azovstal Iron and Steel Works and alleged that invasion forces are preparing to storm the site, where remaining defenders and many civilians are holed up."
2022-04-22 14:11:00,"In Mariupol, a website for the missing reveals Ukraine war’s toll","A Mariupol resident has created a website to track the missing and dead, providing a window into the grim toll of Russia's war in Ukraine."
2022-04-22 05:00:00,How U.K. intelligence came to tweet the lowdown on the war in Ukraine,"Usually twice a day, the ministry tweets out a colorful blue graphic that summarizes its latest assessments about the state of play on the Ukrainian battlefield — where Russian troops are, what moves they’re making, which regions are most under threat. "
2022-04-22 03:47:00,"U.S. sends Ukraine new Phoenix Ghost drones, howitzers for Donbas battle",The Phoenix Ghosts are similar to Switchblade drones — small and precise weapons that can strike targets in “kamikaze” fashion.
2022-04-22 00:15:00,"Russia seeks ‘control’ of southern Ukraine and path to Moldova, commander says","“Well, this only confirms what I have said many times: The Russian invasion of Ukraine was intended only as a beginning, then they want to capture other countries,"" Ukrainian President Volodymyr Zelensky responded Friday night."
2022-04-21 12:55:00,"Mariupol commander says Ukraine still fighting, vows not to surrender ","""So as long we are here, no one has surrendered Mariupol yet,” a deputy commander of the last remaining Ukrainian forces in Mariupol said Thursday."
2022-04-20 08:34:00,European Council chief Michel in Ukraine: ‘History will not forget’,"Charles Michel reiterated European commitment to providing Ukraine with military, financial and political support.
"
2022-04-20 04:20:00,West sends Ukraine heavy weapons amid fighting in Donbas,The United States said it has expanded the scope of weapons for Ukraine as the battlefield changes. 
2022-04-20 02:00:00,"One body at a time, a Kyiv coroner documents Ukraine’s death toll","Coroner by day and military medic by night, a ""calm lion"" works through stacks of mangled bodies in the morgue."
2022-04-20 00:01:00,Analysis | The war in Ukraine underscores a moment of democratic crisis,"A new report found that only six of 29 countries spanning from Central Europe to Central Asia managed to maintain a “consolidated” democracy, while most others drifted toward authoritarianism or a bleak “gray zone” where the trappings of democracy truss up illiberal or autocratic political project. "
2022-04-19 12:30:00,"In battle for Ukraine’s east, front-line soldiers defend against Russia","As the Kremlin launches a new offensive in the Donbas region, dug-in Ukrainian soldiers repel invaders trying to encircle them"
2022-04-19 04:20:00,Russia’s war in Ukraine may boost German interest in military service,"A 19-year-old says she is ready to volunteer to fight for her country, dismissing old assumptions about guilt and militarism."
